State,District,Latitude,Longitude,District code,State name,Population,Male,Female,Literate,Male_Literate,Female_Literate,Workers,Male_Workers,Female_Workers,Agricultural_Workers,Household_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Literate_Education,Illiterate_Education,Total_Power_Parity,Literacy_Rate,Male_Literacy_Rate,Sex_Ratio,Female_Literacy_Rate,Literacy_Gender_Gap,Low_Income,Middle_Income,High_Income,Worker_Participation_Rate,Male_Worker_Participation_Rate,Female_Worker_Participation_Rate,Electrification_Rate,Internet_Access_Rate,Computer_Access_Rate,Youth_Population_Percent,Middle_Age_Population_Percent,Senior_Population_Percent,Below_Primary_Education_Rate,Literate_Education_Rate,Illiteracy_Rate
Nagaland,Kohima,25.60311428571428,93.78600657596373,270,NAGALAND,267988,138966,129022,197489,107038,90451,114825,68140,46685,2198,2072,25496,4384,234955,998,1519,80,50724,1928,7982,21654,46756,57726,30518,19855,23439,201718,45802,677,74.0,77.0,928.4429284861045,70.0,7.0,59,408,165,43.0,49.0,36.0,19.0,1.0,3.0,65.0,26.0,10.0,8.0,75.0,17.0
Nagaland,Mokokchung,26.478911764705888,94.522426006192,262,NAGALAND,194622,101092,93530,159494,83479,76015,100067,57084,42983,9166,3798,9840,2057,181847,78,442,66,40154,537,2728,20259,43483,54035,27425,13077,10299,169448,22555,346,82.0,83.0,925.1968503937009,81.0,2.0,53,232,45,51.0,56.0,46.0,21.0,0.0,1.0,57.0,27.0,16.0,10.0,87.0,12.0
Nagaland,Mon,26.69207374301676,95.03072988826828,261,NAGALAND,250260,131753,118507,119626,67432,52194,147654,79425,68229,10836,1608,8102,3444,236494,84,1256,314,14398,178,2844,37431,46055,30500,7628,3565,1772,127058,130529,381,48.0,51.0,899.4633898279357,44.0,7.0,79,252,41,59.0,60.0,58.0,6.0,0.0,1.0,67.0,21.0,11.0,15.0,51.0,52.0
Nagaland,Phek,25.63272986577182,94.56814563758392,266,NAGALAND,163418,83743,79675,105893,57926,47967,80277,41556,38721,3159,1275,3563,950,158224,31,350,17,36182,170,1558,22494,32722,30434,12785,7268,5926,112110,44456,219,65.0,69.0,951.4228054882199,60.0,9.0,35,149,28,49.0,50.0,49.0,22.0,0.0,1.0,66.0,23.0,10.0,14.0,69.0,27.0
Nagaland,Tuensang,26.21104453280316,94.85809880715708,267,NAGALAND,196596,101933,94663,117511,63653,53858,98154,52931,45223,3913,1104,2979,1052,191864,27,572,5,24998,155,2251,29602,40900,33514,15013,6008,2760,127913,66450,228,60.0,62.0,928.6786418529819,57.0,5.0,35,156,29,50.0,52.0,48.0,13.0,0.0,1.0,68.0,22.0,10.0,15.0,65.0,34.0
Nagaland,Wokha,26.202611551155112,94.1990815181518,264,NAGALAND,166343,84505,81838,128208,67385,60823,78412,42096,36316,6438,1965,5605,2043,158236,34,318,8,25268,198,1757,15865,37024,41627,18746,10223,8030,131916,25048,359,77.0,80.0,968.4397372936513,74.0,6.0,42,239,42,47.0,50.0,44.0,15.0,0.0,1.0,64.0,24.0,11.0,10.0,79.0,15.0
Nagaland,Zunheboto,26.028178205128206,94.50026666666668,263,NAGALAND,140757,71217,69540,102881,53504,49377,79466,41178,38288,11955,2025,2580,772,136995,39,286,6,28846,261,2008,16523,30889,35113,17282,8821,5560,115295,25988,275,73.0,75.0,976.4522515691478,71.0,4.0,36,188,34,56.0,58.0,55.0,20.0,0.0,1.0,65.0,23.0,12.0,12.0,82.0,18.0
Orissa,Baleshwar,21.48570932311624,87.08085828011933,377,ORISSA,2320529,1185787,1134742,1621232,902359,718873,932707,684020,248687,358214,28736,2197709,94254,6434,237,111,201,296834,7370,28289,342192,470502,416510,267354,112392,105962,1742405,628627,2664,70.0,76.0,956.9526398923247,63.0,13.0,728,1309,516,40.0,58.0,22.0,13.0,0.0,1.0,56.0,27.0,17.0,15.0,75.0,27.0
Orissa,Bhadrak,20.95262735257214,86.81496204516931,378,ORISSA,1506337,760260,746077,1094140,596269,497871,468599,409559,59040,151377,14451,1398543,104202,745,169,81,111,164636,2637,15609,210736,391081,297270,177013,71815,67536,1232900,323145,1711,73.0,78.0,981.3445400257806,67.0,11.0,485,832,319,31.0,54.0,8.0,11.0,0.0,1.0,56.0,26.0,17.0,14.0,82.0,21.0
Orissa,Cuttack,20.407640646029623,85.7776810228802,381,ORISSA,2624470,1352760,1271710,2011469,1103033,908436,936365,761876,174489,248298,51809,2457729,141263,11985,1026,6276,1180,349587,15046,40589,289414,545514,513039,328319,159456,181601,2062622,472182,3852,77.0,82.0,940.0854549217895,71.0,11.0,743,2018,786,36.0,56.0,14.0,13.0,1.0,2.0,52.0,28.0,19.0,11.0,79.0,18.0
Orissa,Dhenkanal,20.79887159353349,85.53226836027711,383,ORISSA,1192811,612593,580218,829910,464093,365817,435533,340552,94981,163636,17312,1185542,4805,727,124,366,39,117172,1810,10600,188872,238599,193395,132002,53162,43064,859997,341887,1334,70.0,76.0,947.1508815804294,63.0,13.0,373,655,261,37.0,56.0,16.0,10.0,0.0,1.0,54.0,27.0,19.0,16.0,72.0,29.0
Orissa,Gajapati,19.121080882352945,84.14015091911759,389,ORISSA,577817,282882,294935,262537,153663,108874,293933,155907,138026,153199,5370,353160,1556,219482,53,2180,66,63112,635,5523,68405,76419,54787,36977,17084,12556,268110,335821,617,45.0,54.0,1042.6078718334852,37.0,17.0,193,286,115,51.0,55.0,47.0,11.0,0.0,1.0,60.0,25.0,15.0,12.0,46.0,58.0
Orissa,Ganjam,19.2632617564534,84.80297710437702,388,ORISSA,3529031,1779218,1749813,2210050,1262652,947398,1501772,990027,511745,565448,56274,3486059,13315,23975,590,174,170,405298,9049,41059,518072,767140,508511,297490,121151,97147,2340777,1055331,4377,63.0,71.0,983.4730763740025,54.0,17.0,1066,2204,852,43.0,56.0,29.0,11.0,0.0,1.0,56.0,26.0,17.0,15.0,66.0,30.0
Orissa,Jharsuguda,21.827058566978184,83.93581682242987,371,ORISSA,579505,296690,282815,405879,228092,177787,247707,172018,75689,56809,15836,553587,12783,10462,1441,80,70,81433,2498,7555,69122,101541,103622,70928,32909,22010,408064,143508,870,70.0,77.0,953.2340153021672,63.0,14.0,157,459,167,43.0,58.0,27.0,14.0,0.0,1.0,55.0,28.0,17.0,12.0,70.0,25.0
Orissa,Kalahandi,19.784253092783523,83.1124043814433,395,ORISSA,1576869,787101,789768,802036,484177,317859,751930,447290,304640,436733,18453,1555367,4975,11160,796,175,1225,91171,1953,12622,213426,225468,172905,94044,40383,27385,780451,765368,1562,51.0,62.0,1003.3883834476134,40.0,22.0,498,727,289,48.0,57.0,39.0,6.0,0.0,1.0,56.0,26.0,17.0,14.0,49.0,49.0
Orissa,Kandhamal,20.092878624813142,84.02216352765326,390,ORISSA,733110,359945,373165,399786,233900,165886,355349,193515,161834,162932,11946,580300,2138,148895,82,290,47,28736,768,6609,108606,145604,108773,48856,21351,14962,450614,287948,739,55.0,65.0,1036.7278334189946,44.0,21.0,251,331,136,48.0,54.0,43.0,4.0,0.0,1.0,60.0,24.0,16.0,15.0,61.0,39.0
Orissa,Kendrapara,20.606319815982264,86.83763247572003,379,ORISSA,1440361,717814,722547,1089265,579970,509295,466890,386382,80508,143864,16544,1386792,50247,1423,169,62,52,173107,1628,11836,218444,357621,298557,203472,76449,75926,1242976,294723,1540,76.0,81.0,1006.5936301047346,70.0,11.0,455,750,298,32.0,54.0,11.0,12.0,0.0,1.0,54.0,26.0,20.0,15.0,86.0,20.0
Orissa,Khordha,20.054162322274863,85.52234834123229,386,ORISSA,2251673,1167137,1084536,1749936,957515,792421,792193,645880,146313,116274,39471,2147632,84060,12527,1264,475,476,349860,35701,75588,276378,445785,436534,295099,177974,247498,1945913,371244,4186,78.0,82.0,929.2276742147666,73.0,9.0,550,2127,1134,35.0,55.0,13.0,16.0,2.0,3.0,53.0,29.0,17.0,12.0,86.0,16.0
Orissa,Koraput,18.82627794779476,82.81278469846964,398,ORISSA,1379647,678809,700838,568090,340843,227247,693406,384053,309353,290626,14416,1294151,8850,68550,518,219,491,85766,3988,17294,158847,158653,98266,60589,32257,29000,547812,770707,1519,41.0,50.0,1032.4524277079415,32.0,18.0,437,712,279,50.0,57.0,44.0,6.0,0.0,1.0,59.0,25.0,15.0,12.0,40.0,56.0
Orissa,Malkangiri,18.25227930367506,81.98293636363628,399,ORISSA,613192,303624,309568,244706,147001,97705,310666,170495,140171,106353,7725,600219,1871,10039,213,43,195,24604,448,3908,60913,64683,44962,19031,8487,5585,204863,390356,564,40.0,48.0,1019.5768450451874,32.0,16.0,176,267,106,51.0,56.0,45.0,4.0,0.0,1.0,62.0,24.0,14.0,10.0,33.0,64.0
Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,376,ORISSA,2519738,1256213,1263525,1369397,794171,575226,1223534,697782,525752,568755,113808,2113079,33706,15008,661,162,109,140189,2950,17999,283489,390037,385216,214921,92060,72847,1455985,1094844,2747,54.0,63.0,1005.8206689470654,46.0,17.0,799,1339,532,49.0,56.0,42.0,6.0,0.0,1.0,58.0,26.0,16.0,11.0,58.0,43.0
Orissa,Nayagarh,20.192895622119817,85.05614700460825,385,ORISSA,962789,502636,460153,688362,392333,296029,343633,284591,59042,120129,17557,955754,5278,383,107,33,24,124984,1163,8278,174904,227102,177180,90089,36951,33148,745059,232558,984,71.0,78.0,915.4795915931211,64.0,14.0,306,470,188,36.0,57.0,13.0,13.0,0.0,1.0,52.0,27.0,20.0,18.0,77.0,24.0
Orissa,Nuapada,20.471309512195116,82.59152536585364,394,ORISSA,610382,301962,308420,299383,180903,118480,305438,168155,137283,149834,8641,601092,4952,1778,724,76,905,43976,757,4221,64389,114394,73787,51886,19577,10131,338480,316086,205,49.0,60.0,1021.3867970141939,38.0,22.0,52,106,44,50.0,56.0,45.0,7.0,0.0,1.0,56.0,25.0,18.0,11.0,55.0,52.0
Orissa,Puri,19.83509174603177,85.86698989898981,387,ORISSA,1698730,865380,833350,1291939,704857,587082,621676,498461,123215,163942,25115,1644905,46094,4239,193,243,94,201605,3416,16006,251520,413605,364098,179086,84374,87000,1395194,309790,2027,76.0,81.0,962.987358154799,70.0,11.0,515,1010,391,37.0,58.0,15.0,12.0,0.0,1.0,52.0,28.0,19.0,15.0,82.0,18.0
Orissa,Rayagada,19.292840020060204,83.45860120361095,396,ORISSA,967911,471960,495951,407735,241959,165776,467122,258032,209090,248175,9959,874445,4607,84916,219,249,123,61543,1553,9166,84956,97387,73210,46001,21439,17681,346980,583140,1074,42.0,51.0,1050.8326976862445,33.0,18.0,290,528,201,48.0,55.0,42.0,6.0,0.0,1.0,60.0,25.0,15.0,9.0,36.0,60.0
Orissa,Sambalpur,21.515752380952385,84.34958483245157,372,ORISSA,1041099,526877,514222,703691,393192,310499,505840,313161,192679,160798,59288,964188,20120,50637,2506,310,86,126498,5231,14521,133005,185289,171876,108455,50705,45828,708229,282248,1548,68.0,75.0,975.9811113409771,60.0,15.0,282,810,350,49.0,59.0,37.0,12.0,1.0,1.0,54.0,28.0,18.0,13.0,68.0,27.0
Orissa,Sundargarh,22.06354819277107,84.50524819277099,374,ORISSA,2093437,1061147,1032290,1342322,750147,592175,873227,584687,288540,253327,26970,1532352,71391,385011,5713,710,721,223537,12787,35024,208100,350349,335380,243386,120373,94710,1388888,660465,3130,64.0,71.0,972.8058412265219,57.0,14.0,564,1656,624,42.0,55.0,28.0,11.0,1.0,2.0,57.0,27.0,15.0,10.0,66.0,32.0
Puducherry,Karaikal,10.876161726078813,79.82369793621002,637,PONDICHERRY,200222,97809,102413,154916,79903,75013,68301,53139,15162,13077,1327,152638,28835,18391,46,63,54,47880,1868,4870,18943,32899,33458,29456,15930,18998,154561,32717,4890,77.0,82.0,1047.071332903925,73.0,9.0,407,2408,1346,34.0,54.0,15.0,24.0,1.0,2.0,51.0,30.0,19.0,9.0,77.0,16.0
Puducherry,Mahe,12.006420793787758,75.28275021570326,636,PONDICHERRY,41816,19143,22673,36470,16610,19860,11802,9093,2709,82,69,27940,12856,958,3,21,14,7150,574,1484,2948,6043,7930,8773,5711,4475,36858,2993,10027,87.0,87.0,1184.4016089432168,88.0,-1.0,510,4309,3654,28.0,48.0,12.0,17.0,1.0,4.0,47.0,30.0,23.0,7.0,88.0,7.0
Puducherry,Yanam,16.707695652173904,82.26187304347832,634,PONDICHERRY,55626,27301,28325,39274,19919,19355,16760,14047,2713,3324,146,53537,1191,873,3,1,4,12859,207,597,3804,10954,8806,8044,4101,3836,40860,14923,10027,71.0,73.0,1037.5077835976706,68.0,5.0,510,4309,3654,30.0,51.0,10.0,23.0,0.0,1.0,57.0,27.0,15.0,7.0,73.0,27.0
Punjab,Amritsar,31.548679820627772,74.79883856502238,49,PUNJAB,2490656,1318408,1172248,1684770,932981,751789,917856,735195,182661,121599,41642,690939,12502,54344,1716935,876,3152,461231,29961,63864,197944,313874,283819,328229,203656,142399,1485800,540010,6979,68.0,71.0,889.1390222146711,64.0,7.0,262,2607,2411,37.0,56.0,16.0,19.0,1.0,3.0,56.0,27.0,18.0,8.0,60.0,22.0
Punjab,Bathinda,30.190524611973352,75.05685898004438,46,PUNJAB,1388525,743197,645328,844868,488261,356607,549986,432988,116998,128382,14938,380569,16299,2474,984286,246,1266,255650,11284,32253,117795,182796,145626,163928,96329,70240,793380,438529,3365,61.0,66.0,868.313515797292,55.0,11.0,160,1284,1025,40.0,58.0,18.0,18.0,1.0,2.0,54.0,27.0,18.0,8.0,57.0,32.0
Punjab,Faridkot,30.591187250996025,74.79751553784862,45,PUNJAB,617508,326671,290837,381285,215767,165518,221555,185049,36506,54058,8225,141363,3125,1227,469789,155,1109,113549,4348,12276,53734,89433,71178,75419,48360,29838,373752,204895,1540,62.0,66.0,890.3055367632878,57.0,9.0,76,589,454,36.0,57.0,13.0,18.0,1.0,2.0,54.0,27.0,18.0,9.0,61.0,33.0
Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842,40,PUNJAB,600163,320795,279368,426033,238696,187337,214783,182777,32006,21389,8048,152851,16808,1698,427521,48,178,113683,5138,14294,51897,102257,83931,95073,59555,34990,432310,142314,1640,71.0,74.0,870.8614535762714,67.0,7.0,67,618,571,36.0,57.0,11.0,19.0,1.0,2.0,53.0,28.0,18.0,9.0,72.0,24.0
Punjab,Firozpur,30.63407535211269,74.40245732394365,43,PUNJAB,2029074,1071637,957437,1227511,707070,520441,756695,596406,160289,227971,14679,906408,6844,19358,1090815,454,1143,349662,10042,31070,196971,306838,226433,221806,147698,82448,1207928,714869,4283,60.0,66.0,893.434063960091,54.0,12.0,235,1656,1167,37.0,56.0,17.0,17.0,0.0,2.0,58.0,26.0,16.0,10.0,60.0,35.0
Punjab,Gurdaspur,32.04283371212125,75.3204064393939,35,PUNJAB,2298323,1212617,1085706,1634719,907660,727059,757138,637652,119486,100684,30903,1074332,27667,176587,1002874,405,580,411216,14428,38445,180897,315156,290618,372317,243539,104345,1528979,478020,5982,71.0,75.0,895.3412330521509,67.0,8.0,269,2273,1967,33.0,53.0,11.0,18.0,1.0,2.0,55.0,27.0,18.0,8.0,67.0,21.0
Punjab,Hoshiarpur,31.55157169811319,75.8469857442349,38,PUNJAB,1586625,809057,777568,1199699,637927,561772,499822,412506,87316,74362,15990,1000743,23089,14968,538208,3476,2034,319930,13747,34328,143871,256127,238975,301435,176013,93618,1227466,294723,4305,76.0,79.0,961.0793800684006,72.0,7.0,167,1578,1673,32.0,51.0,11.0,20.0,1.0,2.0,52.0,27.0,21.0,9.0,77.0,19.0
Punjab,Jalandhar,31.250336907216507,75.54400350515463,37,PUNJAB,2193590,1145211,1048379,1622537,882581,739956,774472,639484,134988,66664,29762,1394329,30233,26016,718363,11385,4011,446200,39082,79134,183441,333736,304652,339758,216646,162965,1575774,387809,6883,74.0,77.0,915.4461492249027,71.0,6.0,201,2397,2831,35.0,56.0,13.0,20.0,2.0,4.0,53.0,28.0,19.0,8.0,72.0,18.0
Punjab,Kapurthala,31.336592638036837,75.47641165644177,36,PUNJAB,815168,426311,388857,576567,316254,260313,284165,235562,48603,42387,9861,336124,10190,5445,453692,6662,553,161206,9732,23145,71698,127031,112774,128828,77442,48221,575495,174995,2472,71.0,74.0,912.1439512468596,67.0,7.0,81,877,996,35.0,55.0,12.0,20.0,1.0,3.0,53.0,27.0,19.0,9.0,71.0,21.0
Punjab,Ludhiana,30.76596397379912,75.83110851528383,41,PUNJAB,3498739,1867816,1630923,2560225,1428348,1131877,1284822,1053600,231222,98646,71667,1502403,77713,16517,1863408,2007,19620,703624,58589,123400,277247,488129,443759,527568,318876,272280,2372099,631980,10593,73.0,76.0,873.1711260638093,69.0,7.0,336,3908,3775,37.0,56.0,14.0,20.0,2.0,4.0,54.0,28.0,18.0,8.0,68.0,18.0
Punjab,Mansa,29.919547714285724,75.4304922857143,47,PUNJAB,769751,408732,361019,423560,244037,179523,328512,230739,97773,90367,13442,156539,10375,917,598443,123,1577,140099,2673,10085,75708,106162,84553,85953,48663,27461,434158,311513,1694,55.0,60.0,883.2658074239355,50.0,10.0,106,660,447,43.0,56.0,27.0,18.0,0.0,1.0,55.0,26.0,19.0,10.0,56.0,40.0
Punjab,Moga,30.756540067340065,75.1600845117845,42,PUNJAB,995746,525920,469826,627889,348549,279340,359172,292379,66793,82397,18098,158414,9388,3277,818921,178,436,183396,7897,21662,98764,158812,116716,128693,85642,37417,638000,306336,2774,63.0,66.0,893.3411925768178,59.0,7.0,128,1053,933,36.0,56.0,14.0,18.0,1.0,2.0,54.0,26.0,20.0,10.0,64.0,31.0
Punjab,Muktsar,30.31243303303303,74.5518747747748,44,PUNJAB,901896,475622,426274,524848,300401,224447,335326,272699,62627,111014,5187,254920,4333,1681,638625,240,744,166585,4571,14077,90240,137470,101852,104682,62612,36905,544427,340886,2025,58.0,63.0,896.2453376841273,53.0,10.0,113,784,548,37.0,57.0,15.0,18.0,1.0,2.0,55.0,27.0,18.0,10.0,60.0,38.0
Punjab,Patiala,30.214540380693364,76.27505893949697,48,PUNJAB,1895686,1002522,893164,1266791,711052,555739,660267,549661,110606,89123,23647,783306,40043,5683,1059944,245,1914,352929,24274,55105,173890,283837,239609,256826,157435,141947,1280816,518772,5679,67.0,71.0,890.9171070560049,62.0,9.0,241,2140,1845,35.0,55.0,12.0,19.0,1.0,3.0,55.0,27.0,18.0,9.0,68.0,27.0
Punjab,Rupnagar,30.910937330754347,76.53743500967126,51,PUNJAB,684627,357485,327142,502731,278534,224197,233676,186910,46766,21520,12321,304481,14492,2094,361045,118,653,129123,6600,17542,53005,107715,98135,116836,68794,38823,492696,124100,2034,73.0,78.0,915.1209141642307,69.0,9.0,90,771,691,34.0,52.0,14.0,19.0,1.0,3.0,53.0,27.0,19.0,8.0,72.0,18.0
Punjab,Sangrur,30.185045204336895,75.89437014178496,53,PUNJAB,1655169,878029,777140,1002077,570413,431664,568758,485129,83629,91799,18578,389410,179116,2406,1077438,268,3222,305557,10736,30955,163251,250833,197901,220210,130155,73636,1054379,570103,3943,61.0,65.0,885.0960503582455,56.0,9.0,190,1504,1228,34.0,55.0,11.0,18.0,1.0,2.0,55.0,26.0,19.0,10.0,64.0,34.0
Rajasthan,Ajmer,26.199300378787903,74.6990419191919,119,RAJASTHAN,2583052,1324085,1258967,1526673,926268,600405,1053722,686149,367573,145523,35602,2201663,314159,10605,6799,417,45614,393498,13499,41732,379043,394576,313680,200191,130608,172683,1618919,1034334,4339,59.0,70.0,950.8203778458331,48.0,22.0,372,2507,944,41.0,52.0,29.0,15.0,1.0,2.0,60.0,24.0,15.0,15.0,63.0,40.0
Rajasthan,Alwar,27.55271738035265,76.65359630562563,104,RAJASTHAN,3674179,1939026,1735153,2182476,1359829,822647,1708542,994171,714371,216772,34562,3039279,547335,2696,64532,4384,13221,485723,9750,45770,492781,492981,468628,324050,230415,222622,2262867,1384905,5732,59.0,70.0,894.8580369732019,47.0,23.0,544,3242,1317,47.0,51.0,41.0,13.0,0.0,1.0,64.0,23.0,13.0,13.0,62.0,38.0
Rajasthan,Banswara,23.453642032967014,74.44246868131869,125,RAJASTHAN,1797485,907754,889731,829343,513854,315489,916574,482236,434338,199370,19818,1701234,48834,22250,427,138,22613,120603,2324,15062,240067,190259,137780,75011,50438,47094,748794,1040914,2734,46.0,57.0,980.1455019752048,35.0,22.0,286,1562,577,51.0,53.0,49.0,7.0,0.0,1.0,64.0,23.0,12.0,13.0,42.0,58.0
Rajasthan,Baran,24.98023243243244,76.86210651828291,128,RAJASTHAN,1222755,633945,588810,693307,432607,260700,552583,329754,222829,185037,15258,1133349,79984,1432,3066,84,2795,161310,1363,9491,203489,194024,144190,76209,46847,49939,722755,545842,1741,57.0,68.0,928.8029718666446,44.0,24.0,202,1035,266,45.0,52.0,38.0,13.0,0.0,1.0,62.0,23.0,14.0,17.0,59.0,45.0
Rajasthan,Barmer,25.77070908045978,71.50297126436782,115,RAJASTHAN,2603751,1369022,1234729,1188322,783461,404861,1202482,696240,506242,132696,30565,2244882,321192,1157,450,157,34010,126494,2766,37730,406804,352636,219932,101291,52272,39533,1179796,1501858,3437,46.0,57.0,901.905886099712,33.0,24.0,426,2052,498,46.0,51.0,41.0,5.0,0.0,1.0,66.0,20.0,13.0,16.0,45.0,58.0
Rajasthan,Bharatpur,27.32411858037578,77.21752077244258,105,RAJASTHAN,2548462,1355726,1192736,1480869,943910,536959,1071154,647198,423956,238894,25068,2143046,371286,1576,23456,899,5758,288723,4179,26106,363676,330336,314953,211938,147520,132571,1524305,1104824,3699,58.0,70.0,879.7765920252323,45.0,25.0,408,2207,598,42.0,48.0,36.0,11.0,0.0,1.0,65.0,21.0,13.0,14.0,60.0,43.0
Rajasthan,Bhilwara,25.45119767759564,74.63947595628417,122,RAJASTHAN,2408523,1220736,1187787,1256126,777582,478544,1148165,674589,473576,163052,30149,2224839,142427,1978,1468,183,35149,373644,6207,24014,398993,338296,258990,141250,92785,106667,1347909,1180456,3694,52.0,64.0,973.0089061025479,40.0,24.0,369,2150,727,48.0,55.0,40.0,16.0,0.0,1.0,60.0,24.0,15.0,17.0,56.0,49.0
Rajasthan,Bikaner,28.12489068322981,73.26943322981371,101,RAJASTHAN,2363937,1240801,1123136,1278801,782399,496402,986208,640572,345636,103833,26244,2073356,235741,1901,20072,285,30850,220793,7607,29531,410155,333211,254335,143669,80296,101714,1341957,1015331,3411,54.0,63.0,905.170128006022,44.0,19.0,320,1999,672,42.0,52.0,31.0,9.0,0.0,1.0,65.0,22.0,12.0,17.0,57.0,43.0
Rajasthan,Bundi,25.48580716049379,75.79984074074079,121,RAJASTHAN,1110906,577160,533746,585044,371705,213339,526091,314806,211285,111388,11172,1017688,66609,682,11059,144,13455,136969,1392,7705,153500,159218,121104,63248,41227,41052,585809,553622,1723,53.0,64.0,924.7799570309793,40.0,24.0,178,1002,329,47.0,55.0,40.0,12.0,0.0,1.0,62.0,24.0,14.0,14.0,53.0,50.0
Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,126,RAJASTHAN,1544338,783171,761167,821825,514851,306974,802755,456632,346123,123469,15435,1413163,97855,1274,1515,252,25843,268172,4941,16560,245603,225700,170455,90889,58129,67155,868699,715545,3238,53.0,66.0,971.903964779084,40.0,26.0,319,1861,686,52.0,58.0,45.0,17.0,0.0,1.0,57.0,26.0,17.0,16.0,56.0,46.0
Rajasthan,Churu,28.29330375536484,74.65846427038629,102,RAJASTHAN,2039547,1051446,988101,1149269,696729,452540,902829,541404,361425,87983,16594,1777879,249736,958,402,188,7104,231696,2577,15259,336671,302022,237220,161520,100677,77282,1228712,910226,3361,56.0,66.0,939.7543953755114,46.0,20.0,373,1987,534,44.0,51.0,37.0,11.0,0.0,1.0,63.0,22.0,13.0,17.0,60.0,45.0
Rajasthan,Dausa,26.91234817629181,76.57342097264443,109,RAJASTHAN,1634409,857787,776622,938051,596935,341116,684495,398151,286344,76277,17185,1582335,45488,439,296,94,3737,195277,1719,14539,229035,235474,208537,135234,92559,90833,1005436,681980,2286,57.0,70.0,905.378607976106,44.0,26.0,286,1357,323,42.0,46.0,37.0,12.0,0.0,1.0,64.0,22.0,13.0,14.0,62.0,42.0
Rajasthan,Dhaulpur,26.72397054945053,77.74476219780222,106,RAJASTHAN,1206516,653647,552869,683098,435721,247377,523212,339110,184102,74342,12721,1127520,72258,688,1356,92,2739,96086,1330,9504,207566,172914,132964,77360,45590,37856,682444,552106,1641,57.0,67.0,845.821980365549,45.0,22.0,216,961,212,43.0,52.0,33.0,8.0,0.0,1.0,68.0,21.0,12.0,17.0,57.0,46.0
Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,124,RAJASTHAN,1388552,696532,692020,681591,415820,265771,641515,346624,294891,184330,12514,1340065,28662,830,240,226,16141,141275,1477,11742,238847,175059,114245,60656,42887,39312,675840,764563,2030,49.0,60.0,993.5221928066478,38.0,22.0,201,1141,469,46.0,50.0,43.0,10.0,0.0,1.0,63.0,23.0,14.0,17.0,49.0,55.0
Rajasthan,Ganganagar,29.256785412667963,73.56192303262948,99,RAJASTHAN,1969168,1043340,925828,1193343,710908,482435,912672,596320,316352,230438,13790,1437144,50688,2077,474853,938,1988,283142,6295,24901,237042,314107,238397,163098,105734,104071,1181845,710223,3332,61.0,68.0,887.3694097801292,52.0,16.0,327,1955,638,46.0,57.0,34.0,14.0,0.0,1.0,59.0,26.0,14.0,12.0,60.0,36.0
